sigla_uf,ano,precipitacao_anual_mm_capital,precipitacao_normal_1995_2022_mm,anomalia_precipitacao_pct
SE,2012,621.3,995.5,-37.59
SE,2013,889.9,995.5,-10.61
SE,2014,954.0,995.5,-4.17
SE,2015,764.7,995.5,-23.18
SE,2016,601.6,995.5,-39.57
SE,2017,1238.1,995.5,24.37
SE,2018,871.6,995.5,-12.45
SE,2019,1089.3,995.5,9.42
SE,2020,1137.4,995.5,14.25
SE,2021,1082.7,995.5,8.76
SE,2022,1577.8,995.5,58.49
SP,1995,1646.9,1277.4,28.93
SP,1996,1565.9,1277.4,22.58
SP,1997,1451.0,1277.4,13.59
SP,1998,1312.5,1277.4,2.75
SP,1999,1399.1,1277.4,9.53
SP,2000,1402.5,1277.4,9.79
SP,2001,1105.2,1277.4,-13.48
SP,2002,1107.7,1277.4,-13.29
SP,2003,1062.7,1277.4,-16.81
SP,2004,1266.4,1277.4,-0.86
SP,2005,1173.0,1277.4,-8.17
SP,2006,1113.7,1277.4,-12.82
SP,2007,1109.8,1277.4,-13.12
SP,2008,1355.3,1277.4,6.1
SP,2009,1581.2,1277.4,23.78
SP,2010,1414.4,1277.4,10.72
SP,2011,1319.8,1277.4,3.32
SP,2012,1262.5,1277.4,-1.17
SP,2013,1308.1,1277.4,2.4
SP,2014,864.4,1277.4,-32.33
SP,2015,1485.6,1277.4,16.3
SP,2016,1316.5,1277.4,3.06
SP,2017,1177.7,1277.4,-7.81
SP,2018,1038.1,1277.4,-18.73
SP,2019,1218.6,1277.4,-4.6
SP,2020,1192.8,1277.4,-6.62
SP,2021,1083.6,1277.4,-15.17
SP,2022,1432.4,1277.4,12.13
TO,1995,2256.0,1814.9,24.31
TO,1996,2193.2,1814.9,20.85
TO,1997,2043.0,1814.9,12.57
TO,1998,1804.7,1814.9,-0.56
TO,1999,1983.5,1814.9,9.29
TO,2000,1963.6,1814.9,8.19
TO,2001,1874.1,1814.9,3.26
TO,2002,1569.4,1814.9,-13.53
TO,2003,1895.5,1814.9,4.44
TO,2004,1992.5,1814.9,9.79
TO,2005,2217.2,1814.9,22.17
TO,2006,2206.3,1814.9,21.57
TO,2007,1539.8,1814.9,-15.16
TO,2008,2008.5,1814.9,10.67
TO,2009,2383.9,1814.9,31.35
TO,2010,1769.8,1814.9,-2.48
TO,2011,2263.7,1814.9,24.73
TO,2012,1747.6,1814.9,-3.71
TO,2013,2085.7,1814.9,14.92
TO,2014,1444.1,1814.9,-20.43
TO,2015,1559.7,1814.9,-14.06
TO,2016,1747.2,1814.9,-3.73
TO,2017,1218.7,1814.9,-32.85
TO,2018,1462.8,1814.9,-19.4
TO,2019,1187.5,1814.9,-34.57
TO,2020,1256.5,1814.9,-30.77
TO,2021,1539.5,1814.9,-15.17
TO,2022,1602.5,1814.9,-11.7
