id_municipio,projecao_2033,inclinacao_aa,n_obs,classificacao_2033,sigla_uf,regiao,porte,populacao_urbana,tendencia_icr_sm_aa
2706406,58.427037694887986,-1.7201894612196393,18.0,will_not_meet,AL,Nordeste,5-20 mil,10993.0,0.400194743072644
2706422,104.95970588235241,0.42838235294116134,16.0,on_track,AL,Nordeste,<5 mil,2873.0,0.137756223233681
2706448,77.52602941176428,-0.4505882352941457,16.0,will_not_meet,AL,Nordeste,5-20 mil,11942.0,-0.01057108125848406
2706505,69.50000000000023,0.34558823529413973,17.0,will_not_meet,AL,Nordeste,5-20 mil,7476.0,-0.007969183582940248
2706604,97.52662538699695,0.011867905056761023,18.0,at_risk,AL,Nordeste,<5 mil,4994.0,-0.011029693240894582
2706703,92.92181265624231,-0.2364589971079873,22.0,at_risk,AL,Nordeste,20-50 mil,47724.0,-0.14473912844439832
2706802,19.42516239316228,-2.1443418803419116,26.0,will_not_meet,AL,Nordeste,5-20 mil,10839.0,-0.14922645248710403
2706901,92.98235294117649,1.2904411764706196,16.0,at_risk,AL,Nordeste,20-50 mil,33715.0,-0.20339022455700634
2707008,83.75619047619034,0.9997402597402628,21.0,will_not_meet,AL,Nordeste,<5 mil,1658.0,0.02624393119307574
2707107,0.0,-16.265367521367313,26.0,will_not_meet,AL,Nordeste,5-20 mil,14493.0,-0.5393189956640569
2707206,101.20544117647046,0.2861764705882257,16.0,on_track,AL,Nordeste,<5 mil,2128.0,0.10797763265742691
2707305,96.27999999999929,-0.2400000000000598,5.0,at_risk,AL,Nordeste,20-50 mil,21472.0,0.027499518887650884
2707404,113.49205882352817,2.3563235294117946,16.0,on_track,AL,Nordeste,<5 mil,4336.0,0.06380637898542532
2707503,138.63953488372908,1.52093023255848,5.0,on_track,AL,Nordeste,5-20 mil,6606.0,-0.3185974079241896
2707602,110.86749999999984,0.7775000000000024,16.0,on_track,AL,Nordeste,5-20 mil,6317.0,-0.060153027406850676
2707701,98.15172649572673,0.8512478632478778,26.0,at_risk,AL,Nordeste,50-100 mil,61814.0,-0.22344723460777216
2707800,150.0,3.567105263157903,7.0,on_track,AL,Nordeste,5-20 mil,5824.0,-0.13511743496145173
2707909,89.17441176470561,0.684264705882356,16.0,at_risk,AL,Nordeste,5-20 mil,6578.0,-0.6367456688038488
2708006,104.79842735042735,0.49459829059828886,26.0,on_track,AL,Nordeste,20-50 mil,28987.0,-0.21479708335581157
2708105,99.99999999999999,3.620158737111626e-17,6.0,on_track,AL,Nordeste,5-20 mil,5491.0,0.0
2708204,89.3496044031649,-0.31682146542827605,18.0,at_risk,AL,Nordeste,<5 mil,3306.0,-0.21939991925755675
2708303,101.44117647058843,0.12470588235295561,6.0,on_track,AL,Nordeste,5-20 mil,16326.0,-0.03736060382604156
2708402,103.96397058823504,0.4580882352941172,16.0,on_track,AL,Nordeste,5-20 mil,12555.0,-0.10647177941466905
2708501,43.85000000000059,0.2500000000000145,3.0,will_not_meet,AL,Nordeste,5-20 mil,16782.0,-0.3139210054460265
2708600,92.3851478010094,-0.1958904109589055,19.0,at_risk,AL,Nordeste,50-100 mil,60031.0,-0.24915484647886024
2708709,99.28885350318467,-0.02898089171974792,4.0,on_track,AL,Nordeste,<5 mil,2548.0,
2708808,91.45941176470615,1.839264705882389,16.0,at_risk,AL,Nordeste,5-20 mil,13237.0,0.07355690834476131
2708907,61.10352941176507,0.15691176470590062,16.0,will_not_meet,AL,Nordeste,5-20 mil,12301.0,-0.04255373684037518
2708956,122.6560294117644,1.9269117647058727,16.0,on_track,AL,Nordeste,<5 mil,4200.0,0.028581799604714395
2709004,,,1.0,,AL,Nordeste,<5 mil,2146.0,
2709103,101.01161764705881,0.20764705882353202,16.0,on_track,AL,Nordeste,5-20 mil,7753.0,-0.02357673445018485
2709152,150.0,4.298701298701388,21.0,on_track,AL,Nordeste,20-50 mil,37674.0,-0.41601268451600165
2709202,118.89006211180049,1.7848108413325818,22.0,on_track,AL,Nordeste,5-20 mil,8724.0,-0.16026754108254715
2709301,96.67936481263666,-0.1642917156780316,23.0,at_risk,AL,Nordeste,50-100 mil,50406.0,-0.1926677700788672
2709400,101.88558823529411,0.18323529411764733,16.0,on_track,AL,Nordeste,5-20 mil,18492.0,0.1323936595865585
2800100,83.85235294117649,-0.2620588235294171,16.0,will_not_meet,SE,Nordeste,<5 mil,1930.0,-0.24831240038662358
2800209,41.58382905982853,-2.6334700854700808,26.0,will_not_meet,SE,Nordeste,5-20 mil,12451.0,-0.10119633334834521
2800308,94.5600341880355,-0.20382905982900917,26.0,at_risk,SE,Nordeste,500 mil+,672614.0,-0.3784676912890023
2800407,102.16102941176467,0.20441176470588548,16.0,on_track,SE,Nordeste,<5 mil,4059.0,-0.12000803389098981
2800506,101.59558823529412,0.1382352941176463,16.0,on_track,SE,Nordeste,5-20 mil,9147.0,-0.2049049060152787
2800605,105.99073529411714,0.45529411764703454,16.0,on_track,SE,Nordeste,20-50 mil,26291.0,0.12276773697040688
2800670,67.78738461538501,-0.5978461538461446,26.0,will_not_meet,SE,Nordeste,5-20 mil,16900.0,-0.18279460375583798
2800704,107.9660294117648,1.0444117647058937,16.0,on_track,SE,Nordeste,<5 mil,4362.0,-0.04337919660438086
2801009,86.95056410256393,-0.5754871794871828,26.0,will_not_meet,SE,Nordeste,5-20 mil,9114.0,-0.08416139043948936
2801108,113.22970588235353,0.8883823529412179,16.0,on_track,SE,Nordeste,<5 mil,1517.0,-0.04017811447426912
2801207,53.95052631578801,-1.1529824561404278,19.0,will_not_meet,SE,Nordeste,5-20 mil,17600.0,-0.04331376200063855
2801306,92.78289855072433,-0.13086956521740203,24.0,at_risk,SE,Nordeste,20-50 mil,22339.0,-0.13565065652010783
2801405,99.78927159796726,0.15002823263693052,22.0,on_track,SE,Nordeste,5-20 mil,12499.0,-0.10723595703871067
2801504,99.68479439674648,-0.0029371893357443024,20.0,on_track,SE,Nordeste,5-20 mil,13675.0,-0.18318497945436482
2801603,101.8504411764705,0.17117647058823462,16.0,on_track,SE,Nordeste,5-20 mil,5300.0,-0.028552941554236533
2801702,85.4283760683752,-0.6627350427350719,26.0,will_not_meet,SE,Nordeste,5-20 mil,9175.0,-0.14935654021165184
2801900,107.95455882352962,0.6438235294117934,16.0,on_track,SE,Nordeste,<5 mil,2387.0,-0.2358674740243679
2802007,99.94761904761918,0.23571428571429698,21.0,on_track,SE,Nordeste,<5 mil,2567.0,-0.24886591957893095
2802106,106.1573291023094,0.4452859764489958,23.0,on_track,SE,Nordeste,50-100 mil,59445.0,-0.055827963452656296
2802205,108.38941176470621,0.6917647058823848,16.0,on_track,SE,Nordeste,<5 mil,3784.0,-0.08269134715250873
2802304,101.79029411764702,0.1841176470588277,16.0,on_track,SE,Nordeste,5-20 mil,9287.0,-0.08473261178460319
2802403,108.72720588235279,1.4308823529411914,16.0,on_track,SE,Nordeste,<5 mil,2880.0,-0.031054892885767755
2802502,102.86285714285759,0.3074025974026142,21.0,on_track,SE,Nordeste,<5 mil,2153.0,-0.0969535388558697
2802601,102.71500000000003,0.24500000000000652,16.0,on_track,SE,Nordeste,<5 mil,2792.0,-0.06911744259888758
2802700,100.43691176470588,0.6842647058823763,16.0,on_track,SE,Nordeste,5-20 mil,5548.0,-0.07972751158623191
2802809,83.68952380952396,0.8880519480519687,21.0,will_not_meet,SE,Nordeste,5-20 mil,6469.0,-0.28288666549263647
2802908,87.93617094017088,-0.4988376068376106,26.0,will_not_meet,SE,Nordeste,50-100 mil,75395.0,-0.14079840514315886
2803005,104.28648090815261,0.4034055727554176,18.0,on_track,SE,Nordeste,20-50 mil,21149.0,-0.12178945878116075
2803104,113.85000000000105,0.9149122807018049,19.0,on_track,SE,Nordeste,<5 mil,2695.0,-0.09095653979879277
2803203,49.605714285713475,-1.1990909090909345,21.0,will_not_meet,SE,Nordeste,5-20 mil,13678.0,-0.22190258830931564
2803302,100.9232636928289,0.11840767927724621,22.0,on_track,SE,Nordeste,5-20 mil,8935.0,-0.21911368188305494
2803401,103.5894736842107,0.35263157894738517,19.0,on_track,SE,Nordeste,<5 mil,4473.0,-0.08421878168111911
2803500,85.53517948717968,-0.6216410256410265,26.0,will_not_meet,SE,Nordeste,50-100 mil,54613.0,-0.16195889454951548
2803609,85.63238095238125,0.7731168831169052,21.0,will_not_meet,SE,Nordeste,20-50 mil,23963.0,0.1798485221225852
2803708,103.61970588235283,0.34588235294118064,16.0,on_track,SE,Nordeste,<5 mil,3351.0,-0.04401806876119513
2803807,110.70235294117674,0.8254411764706204,16.0,on_track,SE,Nordeste,<5 mil,1720.0,-0.09118850381442911
2803906,105.48911764705895,0.46514705882354607,16.0,on_track,SE,Nordeste,5-20 mil,5928.0,-0.022442081867822733
2804003,105.13238095238103,0.3685714285714343,21.0,on_track,SE,Nordeste,5-20 mil,12767.0,-0.13286489066197366
2804102,100.3495588235294,0.10382352941176541,16.0,on_track,SE,Nordeste,<5 mil,4751.0,-0.06940418015113796
2804201,103.88191176470605,0.36926470588236454,16.0,on_track,SE,Nordeste,5-20 mil,9039.0,-0.019935027635412612
2804300,101.57779411764707,0.1716176470588286,16.0,on_track,SE,Nordeste,<5 mil,3426.0,-0.06242567191888903
2804409,110.14684210526389,0.7310526315789986,19.0,on_track,SE,Nordeste,5-20 mil,10620.0,-0.08908928005474381
2804458,124.52831097351145,1.6661506707946303,18.0,on_track,SE,Nordeste,<5 mil,3583.0,-0.054483405361655225
2804508,87.7608547008549,-0.5080341880341892,26.0,will_not_meet,SE,Nordeste,20-50 mil,25088.0,-0.2943365756523693
2804607,101.28847609219116,0.28534571723426116,18.0,on_track,SE,Nordeste,5-20 mil,17577.0,-0.04041751370151348
2804706,104.25735294117669,0.44044117647060194,16.0,on_track,SE,Nordeste,<5 mil,3434.0,-0.035546296633746685
2804805,115.90025466892757,1.7764006791170384,20.0,on_track,SE,Nordeste,100-500 mil,181892.0,0.038435689143305474
2804904,102.90767113863092,0.3334365325077388,18.0,on_track,SE,Nordeste,<5 mil,2998.0,-0.04566281272930416
2805000,105.27308823529438,0.4082352941176631,16.0,on_track,SE,Nordeste,<5 mil,1332.0,-0.1136600318122762
2805109,35.50926470588297,-0.4677941176470262,16.0,will_not_meet,SE,Nordeste,5-20 mil,7126.0,-0.14473983282702527
2805208,100.34905400756782,0.2525283797729628,18.0,on_track,SE,Nordeste,<5 mil,3711.0,-0.07365369586568206
2805307,102.46573529411762,0.2927941176470669,16.0,on_track,SE,Nordeste,5-20 mil,5531.0,-0.07086699233341309
2805406,84.58573529411751,-0.33470588235295295,16.0,will_not_meet,SE,Nordeste,5-20 mil,9805.0,-0.3960707825932855
2805505,101.81720588235297,0.16338235294117873,16.0,on_track,SE,Nordeste,5-20 mil,13443.0,-0.07377386290844334
2805604,104.47947368421046,0.3198245614035126,19.0,on_track,SE,Nordeste,5-20 mil,10557.0,-0.2558263510047978
2805703,101.97515527950304,0.2211180124223616,22.0,on_track,SE,Nordeste,20-50 mil,25509.0,-0.30095266309622704
2805802,101.22380952380973,0.2681818181818308,21.0,on_track,SE,Nordeste,<5 mil,4979.0,-0.11582321212969757
2805901,95.3333333333335,0.0662337662337769,21.0,at_risk,SE,Nordeste,5-20 mil,8694.0,-0.21858135474200274
2806008,100.93632352941194,0.21852941176471283,16.0,on_track,SE,Nordeste,5-20 mil,13121.0,-0.03119834576345334
2806107,102.26857142857165,0.24922077922079117,21.0,on_track,SE,Nordeste,5-20 mil,7876.0,-0.21786723972258965
2806206,93.46852941176476,-0.010588235294115763,16.0,at_risk,SE,Nordeste,5-20 mil,6931.0,-0.03828257266934974
2806305,66.46761904761968,0.4872727272727529,21.0,will_not_meet,SE,Nordeste,<5 mil,3193.0,-0.07904597734354786
2806404,86.31397058823592,-0.21691176470585657,16.0,will_not_meet,SE,Nordeste,5-20 mil,5081.0,-0.0713756646069691
2806503,101.92857142857167,0.2493506493506605,21.0,on_track,SE,Nordeste,<5 mil,2242.0,-0.25162571157651503
2806602,106.27523809523814,0.5575324675324755,21.0,on_track,SE,Nordeste,5-20 mil,8780.0,-0.08821506746391132
2806701,114.15194395105618,2.006808762581388,18.0,on_track,SE,Nordeste,50-100 mil,77845.0,-0.0876469148430838
2806800,107.25558823529445,0.5432352941176691,16.0,on_track,SE,Nordeste,5-20 mil,5651.0,-0.06063903378141462
2806909,106.62985294117698,0.6329411764706185,16.0,on_track,SE,Nordeste,<5 mil,2690.0,0.00519719371954347
2807006,107.5110294117651,0.6669117647059113,16.0,on_track,SE,Nordeste,<5 mil,1873.0,-0.021019675737317042
2807105,93.38994202898533,-0.1757826086956544,24.0,at_risk,SE,Nordeste,20-50 mil,21493.0,-0.13875685605668195
2807204,92.69728242174074,-0.25758513931888266,18.0,at_risk,SE,Nordeste,<5 mil,3595.0,0.8772549565387254
2807303,108.28544117647016,0.5761764705882241,16.0,on_track,SE,Nordeste,<5 mil,1247.0,-0.08788790667402538
2807402,81.28249572649588,-0.6333675213675259,26.0,will_not_meet,SE,Nordeste,20-50 mil,35462.0,-0.09493584321596855
2807501,109.76676470588268,0.6922058823529592,16.0,on_track,SE,Nordeste,5-20 mil,5066.0,-0.07904636252591872
2807600,80.1379411764708,0.9711764705882511,16.0,will_not_meet,SE,Nordeste,5-20 mil,16012.0,-0.14222913595179248
2900108,,,0.0,,BA,Nordeste,,,
2900207,144.74416924664547,3.1013415892672893,18.0,on_track,BA,Nordeste,5-20 mil,10897.0,0.014171137852976374
2900306,104.6376470588238,0.2945588235294254,16.0,on_track,BA,Nordeste,5-20 mil,13263.0,0.005141862374448092
2900355,99.99999999999997,1.1330190698357442e-16,19.0,on_track,BA,Nordeste,5-20 mil,6107.0,0.03090011909615933
2900405,99.65882352941176,-0.014705882352942512,17.0,on_track,BA,Nordeste,5-20 mil,6278.0,-0.06389176770847202
2900504,45.58310980720853,-1.6079840737637412,13.0,will_not_meet,BA,Nordeste,<5 mil,1952.0,-0.0966237243203814
2900603,98.11999999999998,-0.06500000000000226,16.0,at_risk,BA,Nordeste,<5 mil,2555.0,-0.08720196653809946
2900702,99.22263343018776,-0.0019842483560330707,23.0,on_track,BA,Nordeste,100-500 mil,133719.0,-0.20117134661532843
2900801,103.688947368421,0.22929824561403672,19.0,on_track,BA,Nordeste,5-20 mil,11730.0,-0.08889017391357175
2900900,99.81441176470588,-0.00823529411764884,16.0,on_track,BA,Nordeste,<5 mil,4214.0,-0.003118726130842945
2901007,97.71451668386658,-0.09576883384932867,18.0,at_risk,BA,Nordeste,20-50 mil,27268.0,-0.05430485726671504
2901106,93.67455882352954,0.028823529411771794,16.0,at_risk,BA,Nordeste,5-20 mil,19804.0,-0.02880647325824379
2901155,101.5691176470589,0.10514705882353531,16.0,on_track,BA,Nordeste,5-20 mil,10917.0,0.0010153559689287529
2901205,98.58142414860686,-0.05944272445820393,18.0,at_risk,BA,Nordeste,<5 mil,4097.0,-0.03386405786788955
2901304,104.76558823529422,0.32323529411766283,16.0,on_track,BA,Nordeste,5-20 mil,7306.0,0.005132464922867496
2901353,99.81441176470588,-0.00823529411764884,16.0,on_track,BA,Nordeste,5-20 mil,6209.0,0.01956095514054474
2901403,124.25793337097639,1.5516657255787665,22.0,on_track,BA,Nordeste,5-20 mil,6452.0,-0.007577261123559514
2901502,100.0,-5.584774207323182e-16,16.0,on_track,BA,Nordeste,<5 mil,4802.0,-0.029335125096319664
2901601,99.90720588235295,-0.004117647058823843,16.0,on_track,BA,Nordeste,5-20 mil,7324.0,-0.01810981005186473
2901700,100.0,-5.584774207323182e-16,16.0,on_track,BA,Nordeste,<5 mil,3257.0,-0.027888629558245108
2901809,98.21014705882357,-0.075441176470589,16.0,at_risk,BA,Nordeste,5-20 mil,6277.0,-0.08863459443711896
2901908,103.18761904761874,0.17714285714284836,21.0,on_track,BA,Nordeste,5-20 mil,8557.0,0.026426221727531604
2901957,103.78602941176541,0.5044117647059232,16.0,on_track,BA,Nordeste,<5 mil,4990.0,0.01874680772518602
2902005,100.0,-5.584774207323182e-16,16.0,on_track,BA,Nordeste,<5 mil,3714.0,-0.01722199872696498
2902054,99.3826086956521,0.03277591973243868,4.0,on_track,BA,Nordeste,5-20 mil,6147.0,-0.06071668875311807
2902104,111.82952380952361,0.6606493506493434,21.0,on_track,BA,Nordeste,20-50 mil,20874.0,-0.07673773614616078
2902203,101.9809523809522,0.17987012987012327,21.0,on_track,BA,Nordeste,5-20 mil,5882.0,-0.08159302666484917
2902252,84.76205882352929,-0.5336764705882376,16.0,will_not_meet,BA,Nordeste,5-20 mil,5863.0,-0.010881059428155315
2902302,88.8404511278195,-0.32067669172931107,20.0,will_not_meet,BA,Nordeste,5-20 mil,5673.0,-0.0903563006880963
2902401,118.93264705882393,1.304558823529444,16.0,on_track,BA,Nordeste,5-20 mil,9311.0,0.013739096765427075
2902500,113.49691176470651,0.9517647058823933,16.0,on_track,BA,Nordeste,<5 mil,3514.0,0.18935709197218198
2902609,100.65220588235297,0.04338235294117801,16.0,on_track,BA,Nordeste,5-20 mil,8492.0,0.009436556679844606
2902658,100.0,-5.584774207323182e-16,16.0,on_track,BA,Nordeste,<5 mil,4534.0,0.009656225503659813
2902708,99.68345323741,0.0079136690647458,9.0,on_track,BA,Nordeste,20-50 mil,24381.0,-0.09738960937419701
2902807,150.0,8.689423835832532,13.0,on_track,BA,Nordeste,5-20 mil,9918.0,-0.19021449673895668
2902906,100.0,-5.584774207323182e-16,16.0,on_track,BA,Nordeste,5-20 mil,19858.0,0.0019230426991485364
2903003,99.81441176470588,-0.00823529411764884,16.0,on_track,BA,Nordeste,5-20 mil,5872.0,0.005249150547113044
2903102,99.49823529411765,-0.022205882352942848,16.0,on_track,BA,Nordeste,<5 mil,3325.0,-0.011561889100133163
2903201,106.13862224731758,0.34353472614341574,22.0,on_track,BA,Nordeste,100-500 mil,142654.0,-0.021310499137509174
2903235,133.71544117647136,2.5661764705883527,16.0,on_track,BA,Nordeste,5-20 mil,7481.0,-0.03984244668123708
2903276,100.62764705882364,0.2145588235294153,16.0,on_track,BA,Nordeste,5-20 mil,6511.0,-0.02536321431314475
2903300,,,0.0,,BA,Nordeste,5-20 mil,5012.0,
2903409,79.62862057103541,-0.40619195046440615,18.0,will_not_meet,BA,Nordeste,5-20 mil,12333.0,-0.029598196931817936
2903508,121.64250797025034,2.796546227417808,14.0,on_track,BA,Nordeste,5-20 mil,9588.0,0.21000180523981296
2903607,99.72161764705882,-0.012352941176472117,16.0,on_track,BA,Nordeste,<5 mil,3790.0,-0.03350814070191508
2903706,106.55985294117579,0.3979411764705568,16.0,on_track,BA,Nordeste,<5 mil,4534.0,0.008834329827279856
2903805,99.85368421052631,-0.005964912280700888,19.0,on_track,BA,Nordeste,5-20 mil,6776.0,-0.09663828319903298
2903904,101.19160079051385,0.08942687747035737,23.0,on_track,BA,Nordeste,20-50 mil,47628.0,-0.12388339708469401
2903953,99.90720588235295,-0.004117647058823843,16.0,on_track,BA,Nordeste,<5 mil,2674.0,0.0028764948699173767
2904001,106.13294117647104,0.40617647058825546,16.0,on_track,BA,Nordeste,<5 mil,4884.0,0.012891245293941589
2904050,98.77191176470564,0.0017647058823390249,16.0,at_risk,BA,Nordeste,5-20 mil,7142.0,-0.045524780362426645
2904100,37.66023166023524,-1.2944015444014327,3.0,will_not_meet,BA,Nordeste,5-20 mil,7180.0,-0.16587869662512725
2904209,99.81441176470588,-0.00823529411764884,16.0,on_track,BA,Nordeste,<5 mil,3673.0,0.03632927627233983
2904308,98.93137254901956,-0.04607843137255196,17.0,at_risk,BA,Nordeste,<5 mil,4893.0,0.02070749968876337
2904407,92.56624060150386,-0.2843609022556185,20.0,at_risk,BA,Nordeste,<5 mil,1912.0,-0.12012498319480593
2904506,105.77029411764647,0.3491176470587967,16.0,on_track,BA,Nordeste,<5 mil,3115.0,0.02018250529420155
2904605,102.38283455674761,0.1382269904009037,22.0,on_track,BA,Nordeste,20-50 mil,47133.0,-0.09079003792131296
2904704,100.68088235294158,0.28235294117649384,16.0,on_track,BA,Nordeste,5-20 mil,15001.0,-0.024826040943085395
2904753,99.79217391304348,-0.0046583850931671625,10.0,on_track,BA,Nordeste,5-20 mil,8620.0,0.015913345221058913
2904803,101.53779411764715,0.10161764705882945,16.0,on_track,BA,Nordeste,<5 mil,2946.0,-0.05087421107881538
2904852,105.3141176470591,0.44014705882355437,16.0,on_track,BA,Nordeste,5-20 mil,5095.0,-0.08746349237627486
2904902,94.73249999999996,-0.2150000000000032,16.0,at_risk,BA,Nordeste,5-20 mil,17223.0,-0.020233739652414148
2905008,100.02789473684207,0.0015789473684214704,19.0,on_track,BA,Nordeste,5-20 mil,14010.0,-0.08824534384765305
2905107,150.0,7.052198492462397,15.0,on_track,BA,Nordeste,<5 mil,3142.0,0.0006118960678649336
2905156,116.32197802197834,1.082417582417605,13.0,on_track,BA,Nordeste,<5 mil,3540.0,0.34717974735267604
2905206,104.77082706766925,0.28375939849623627,20.0,on_track,BA,Nordeste,20-50 mil,30644.0,-0.08514275130823168
2905305,109.08205882352945,0.576323529411761,16.0,on_track,BA,Nordeste,5-20 mil,11408.0,-0.015989537660912104
2905404,87.12279411764723,-0.3933823529411716,16.0,will_not_meet,BA,Nordeste,5-20 mil,9891.0,-0.050330293920024693
2905503,99.90720588235295,-0.004117647058823843,16.0,on_track,BA,Nordeste,<5 mil,4909.0,0.023509523193807294
2905602,81.4323529411763,-0.6963235294117883,17.0,will_not_meet,BA,Nordeste,20-50 mil,25117.0,0.025922122900118225
2905701,97.9330598290598,0.17576068376068033,26.0,at_risk,BA,Nordeste,100-500 mil,295213.0,0.08406390904896385
2905800,101.3057142857143,0.10155844155844417,21.0,on_track,BA,Nordeste,5-20 mil,15735.0,-0.06340959930635576
2905909,82.86804123711408,-0.7876288659793469,5.0,will_not_meet,BA,Nordeste,5-20 mil,8343.0,0.6691167958245728
2906006,104.36759398496241,0.283609022556386,20.0,on_track,BA,Nordeste,20-50 mil,26781.0,-0.13086848316987507
2906105,99.73045112781955,-0.010676691729321484,20.0,on_track,BA,Nordeste,<5 mil,3322.0,0.09598435137408769
2906204,99.5908270676692,-0.016240601503756835,20.0,on_track,BA,Nordeste,5-20 mil,12598.0,-0.041195387902408814
2906303,98.27485294117685,0.08044117647060894,16.0,at_risk,BA,Nordeste,20-50 mil,24610.0,0.053316729458075564
2906402,99.81441176470588,-0.00823529411764884,16.0,on_track,BA,Nordeste,<5 mil,3169.0,0.007370040596974907
2906501,99.45375362318846,0.07817391304347816,24.0,on_track,BA,Nordeste,50-100 mil,80254.0,0.5139484816544498
2906600,98.1441176470588,-0.08235294117647392,16.0,at_risk,BA,Nordeste,5-20 mil,8430.0,0.0424077057431517
2906709,119.27602941176428,1.4994117647059135,16.0,on_track,BA,Nordeste,5-20 mil,17216.0,-0.10956378692838406
2906808,99.90720588235295,-0.004117647058823843,16.0,on_track,BA,Nordeste,5-20 mil,11698.0,-0.0048790554605617886
2906824,104.11684210526346,0.2347368421052672,20.0,on_track,BA,Nordeste,5-20 mil,9306.0,-0.02249851134022215
2906857,99.99999999999997,1.1330190698357442e-16,19.0,on_track,BA,Nordeste,5-20 mil,5629.0,-0.05695686765431834
2906873,98.87705882352914,-0.013676470588250682,16.0,at_risk,BA,Nordeste,20-50 mil,25429.0,-0.0020568743308849186
2906899,100.0,-5.584774207323182e-16,16.0,on_track,BA,Nordeste,<5 mil,2129.0,0.0035717523898196107
2906907,125.24323529411731,1.7002941176470885,16.0,on_track,BA,Nordeste,5-20 mil,11706.0,0.016461569596352935
2907004,94.71823529411768,-0.22470588235294367,16.0,at_risk,BA,Nordeste,<5 mil,3063.0,0.016092390274119996
2907103,96.28676470588246,-0.12279411764705685,16.0,at_risk,BA,Nordeste,5-20 mil,12912.0,-0.028890274896038334
2907202,95.3735050391945,0.14992161254203207,14.0,at_risk,BA,Nordeste,20-50 mil,42256.0,-0.12731927877117258
2907301,98.32970588235293,-0.07411764705882565,16.0,at_risk,BA,Nordeste,5-20 mil,16279.0,-0.10002256090676259
2907400,80.76993006992939,-0.8031468531468406,12.0,will_not_meet,BA,Nordeste,<5 mil,1340.0,0.14782376412320672
2907509,97.293082706767,-0.08962406015036996,20.0,at_risk,BA,Nordeste,20-50 mil,46225.0,-0.246314324911895
2907558,102.97794117647027,0.17867647058822123,16.0,on_track,BA,Nordeste,<5 mil,2497.0,0.09236227924606175
2907608,103.30529411764667,0.20411764705880617,16.0,on_track,BA,Nordeste,5-20 mil,8291.0,0.02811503635020822
2907707,97.11764705882342,-0.12794117647059364,16.0,at_risk,BA,Nordeste,<5 mil,2750.0,0.03491206060624642
2907806,104.53952528379767,0.2864809081527355,18.0,on_track,BA,Nordeste,5-20 mil,17910.0,0.0031737376019401386
2907905,105.05904761904742,0.2946753246753218,21.0,on_track,BA,Nordeste,5-20 mil,12467.0,-0.040395070517798386
2908002,98.10617647058837,0.008970588235300126,16.0,at_risk,BA,Nordeste,5-20 mil,14717.0,-0.01142714666028127
2908101,,,1.0,,BA,Nordeste,5-20 mil,8894.0,
2908200,99.25764705882351,-0.03294117647058997,16.0,on_track,BA,Nordeste,5-20 mil,14775.0,-0.051196807304097744
2908309,108.37485294117687,0.7179411764706172,16.0,on_track,BA,Nordeste,5-20 mil,7571.0,-0.07141098841824808
2908408,97.03105263157917,-0.0250877192982322,19.0,at_risk,BA,Nordeste,20-50 mil,39409.0,-0.026316835499684738
2908507,74.38431372549178,0.2950980392157748,17.0,will_not_meet,BA,Nordeste,20-50 mil,26280.0,-0.022799121676369813
2908606,99.90720588235295,-0.004117647058823843,16.0,on_track,BA,Nordeste,5-20 mil,13466.0,0.04399444430088314
2908705,99.81441176470588,-0.00823529411764884,16.0,on_track,BA,Nordeste,5-20 mil,7557.0,-0.05429304413023799
2908804,98.2977941176467,0.006617647058803803,16.0,at_risk,BA,Nordeste,<5 mil,1983.0,-0.013461026767259668
2908903,110.02014705882311,0.6295588235294097,16.0,on_track,BA,Nordeste,5-20 mil,9396.0,-0.07940181131176216
2909000,98.79367647058821,-0.05352941176470778,16.0,at_risk,BA,Nordeste,<5 mil,2707.0,-0.04602041980700561
2909109,94.84545454545463,-0.1809090909090815,11.0,at_risk,BA,Nordeste,5-20 mil,6112.0,-0.15729181237146636
2909208,99.93180451127822,-0.002706766917290601,20.0,on_track,BA,Nordeste,5-20 mil,6417.0,-0.037312163023219505
2909307,99.99999999999999,1.1585857157077067e-16,14.0,on_track,BA,Nordeste,5-20 mil,13005.0,-0.5544754569248656
2909406,97.38926470588231,-0.027794117647061935,16.0,at_risk,BA,Nordeste,5-20 mil,6707.0,-0.07397787242243516
2909505,95.70955882352962,-0.04117647058822618,16.0,at_risk,BA,Nordeste,<5 mil,3376.0,0.08635630660609567
2909604,113.29142857142938,0.8645454545454887,21.0,on_track,BA,Nordeste,5-20 mil,9116.0,-0.052416512527131566
2909703,97.78428571428577,-0.0814285714285656,20.0,at_risk,BA,Nordeste,<5 mil,3298.0,-0.08348149952687002
2909802,95.73556390977461,-0.15834586466164086,20.0,at_risk,BA,Nordeste,50-100 mil,54411.0,0.03955350795886518
2909901,101.50063018242128,0.16630182421227627,19.0,on_track,BA,Nordeste,5-20 mil,14955.0,0.01628799851777687
2910008,102.31088235294087,0.1473529411764568,16.0,on_track,BA,Nordeste,<5 mil,4103.0,-0.0010838462198318314
2910057,73.19498550724586,-0.4026956521739234,24.0,will_not_meet,BA,Nordeste,50-100 mil,78707.0,0.07170244471230575
2910107,142.2882943143859,3.2103678929767234,4.0,on_track,BA,Nordeste,<5 mil,2424.0,0.066970233212284
2910206,99.25342277261787,-0.031269349845200654,18.0,on_track,BA,Nordeste,<5 mil,1851.0,-0.13290594435164876
2910305,99.23588235294116,-0.027647058823529722,16.0,on_track,BA,Nordeste,<5 mil,3322.0,-0.04421039381208401
