id_municipio,projecao_2033,inclinacao_aa,n_obs,classificacao_2033,sigla_uf,regiao,porte,populacao_urbana,tendencia_icr_sm_aa
1101609,79.36876504987913,1.335603715170284,18.0,will_not_meet,RO,Norte,<5 mil,1922.0,-0.06401652217577478
1101708,88.32637371870192,0.9434086708116055,23.0,will_not_meet,RO,Norte,<5 mil,4387.0,-0.19761279685981695
1101757,0.0,-2.2509803921568596,18.0,will_not_meet,RO,Norte,<5 mil,3927.0,-0.07812334590743644
1101807,8.585714285712129,-1.2153846153846757,14.0,will_not_meet,RO,Norte,<5 mil,1799.0,-1.019783902487895
1200013,61.840550724637524,-0.32256521739129995,24.0,will_not_meet,AC,Norte,5-20 mil,7418.0,-0.23422009235478103
1200054,104.57215189873591,0.5994575045208737,18.0,on_track,AC,Norte,<5 mil,4661.0,0.16656384055198245
1200104,100.12053623188422,0.8847391304347672,24.0,on_track,AC,Norte,5-20 mil,18071.0,-0.56133579184595
1200138,114.62998550724706,0.9823043478260897,24.0,on_track,AC,Norte,<5 mil,4609.0,-0.24082352851292363
1200179,93.63792753623193,0.5695217391304341,24.0,at_risk,AC,Norte,5-20 mil,5484.0,-0.14216855405273052
1200203,86.10831884058052,1.1773043478260787,24.0,will_not_meet,AC,Norte,50-100 mil,63256.0,-0.49124486687546265
1200252,98.26432806324101,0.6578063241106721,23.0,at_risk,AC,Norte,5-20 mil,13346.0,-0.1823840850617904
1200302,44.18378260869599,0.7785652173913031,24.0,will_not_meet,AC,Norte,5-20 mil,17957.0,-0.9691758862527593
1200328,100.33647058823556,0.3630882352941346,16.0,on_track,AC,Norte,<5 mil,2981.0,0.07833746417547169
1200336,150.0,4.213304347826065,24.0,on_track,AC,Norte,5-20 mil,11303.0,-0.20299077144388514
1200344,124.15089855072483,1.6821304347825996,24.0,on_track,AC,Norte,5-20 mil,6415.0,-0.568998704952458
1200351,101.40868809730637,1.0864465682015298,19.0,on_track,AC,Norte,5-20 mil,5503.0,0.1554730105917989
1200385,98.78666007905122,1.688833992094876,23.0,at_risk,AC,Norte,5-20 mil,12154.0,-0.10870457875030659
1200393,88.77999999999997,-0.515757575757615,10.0,will_not_meet,AC,Norte,<5 mil,4526.0,0.29811888340294557
1200401,54.07129963898876,-0.4712996389891796,23.0,will_not_meet,AC,Norte,100-500 mil,385134.0,-0.2584042130349758
1200427,98.7733793836336,0.28560042507964223,14.0,at_risk,AC,Norte,5-20 mil,5928.0,0.4238300815323677
1200435,88.50157894736901,-0.29736842105259026,20.0,will_not_meet,AC,Norte,<5 mil,2780.0,0.13888762461327847
1200450,59.80431884057998,0.31330434782609207,24.0,will_not_meet,AC,Norte,5-20 mil,14760.0,-0.25108320913192356
