id_municipio,projecao_2033_esgoto,inclinacao_esgoto_aa,n_obs_esgoto,classificacao_2033_esgoto,sigla_uf,regiao,porte,populacao_urbana
2409209,,,0.0,,RN,Nordeste,<5 mil,1281.0
2409308,,,1.0,,RN,Nordeste,5-20 mil,10921.0
2409332,25.201000000002296,1.057000000000169,4.0,will_not_meet,RN,Nordeste,<5 mil,3645.0
2409407,27.433130419701683,0.6649601109954794,20.0,will_not_meet,RN,Nordeste,20-50 mil,28366.0
2409506,,,0.0,,RN,Nordeste,<5 mil,1043.0
2409605,,,0.0,,RN,Nordeste,<5 mil,925.0
2409704,82.5308558446909,1.1359653035935446,18.0,at_risk,RN,Nordeste,<5 mil,3787.0
2409803,27.679216832261545,0.3769783752191549,16.0,will_not_meet,RN,Nordeste,5-20 mil,7642.0
2409902,78.47714285713664,2.126483516483183,13.0,will_not_meet,RN,Nordeste,5-20 mil,12132.0
2410009,,,1.0,,RN,Nordeste,<5 mil,2861.0
2410108,,,0.0,,RN,Nordeste,5-20 mil,8319.0
2410207,,,0.0,,RN,Nordeste,<5 mil,4171.0
2410256,,,0.0,,RN,Nordeste,<5 mil,3832.0
2410306,28.285595776771288,0.6464856711914961,8.0,will_not_meet,RN,Nordeste,5-20 mil,6451.0
2410405,,,0.0,,RN,Nordeste,<5 mil,3494.0
2410504,,,0.0,,RN,Nordeste,<5 mil,2978.0
2410603,,,0.0,,RN,Nordeste,<5 mil,2028.0
2410702,0.0,-10.929516129032448,6.0,will_not_meet,RN,Nordeste,<5 mil,3082.0
2410801,,,0.0,,RN,Nordeste,<5 mil,1726.0
2410900,77.60696695515423,0.3111113296617106,15.0,will_not_meet,RN,Nordeste,5-20 mil,5106.0
2411007,,,0.0,,RN,Nordeste,<5 mil,3767.0
2411056,,,0.0,,RN,Nordeste,<5 mil,3209.0
2411106,,,0.0,,RN,Nordeste,<5 mil,1731.0
2411205,91.50853521126669,0.7376619718309425,14.0,on_track,RN,Nordeste,20-50 mil,33796.0
2411403,,,0.0,,RN,Nordeste,5-20 mil,5896.0
2411429,112.52427222659321,1.0459638080251235,15.0,on_track,RN,Nordeste,<5 mil,1766.0
2411502,19.729695915619573,0.17321701077199533,17.0,will_not_meet,RN,Nordeste,5-20 mil,15698.0
2411601,,,0.0,,RN,Nordeste,<5 mil,938.0
2411700,89.34342960288723,0.4686559289085675,14.0,at_risk,RN,Nordeste,<5 mil,2191.0
2411809,15.114135338342749,-4.214511278195719,5.0,will_not_meet,RN,Nordeste,<5 mil,2435.0
2411908,,,0.0,,RN,Nordeste,<5 mil,3258.0
2412005,29.902259740259865,-0.26683116883115937,21.0,will_not_meet,RN,Nordeste,50-100 mil,88680.0
2412104,34.49000000000029,0.25300000000001244,4.0,will_not_meet,RN,Nordeste,<5 mil,4996.0
2412203,0.8961801730920484,-0.014333202202989071,15.0,will_not_meet,RN,Nordeste,20-50 mil,20428.0
2412302,22.26142857142895,0.4350000000000341,7.0,will_not_meet,RN,Nordeste,5-20 mil,10725.0
2412401,144.6799960660892,3.425072777340553,15.0,on_track,RN,Nordeste,<5 mil,3665.0
2412500,,,0.0,,RN,Nordeste,5-20 mil,15568.0
2412559,100.00000000000003,2.858731204861001e-15,3.0,on_track,RN,Nordeste,<5 mil,4975.0
2412609,16.823338195691292,0.14128927289048585,17.0,will_not_meet,RN,Nordeste,5-20 mil,12927.0
2412708,,,0.0,,RN,Nordeste,<5 mil,3300.0
2412807,95.87504720692277,1.616626671911756,15.0,on_track,RN,Nordeste,5-20 mil,5587.0
2412906,41.380671005386034,0.20791965888689418,17.0,will_not_meet,RN,Nordeste,5-20 mil,6064.0
2413003,,,0.0,,RN,Nordeste,<5 mil,4045.0
2413102,,,0.0,,RN,Nordeste,<5 mil,2651.0
2413201,,,0.0,,RN,Nordeste,<5 mil,4477.0
2413300,,,0.0,,RN,Nordeste,<5 mil,3260.0
2413359,,,0.0,,RN,Nordeste,<5 mil,3206.0
2413409,90.52754475703227,0.44568414322245664,16.0,on_track,RN,Nordeste,5-20 mil,5212.0
2413508,,,0.0,,RN,Nordeste,<5 mil,1975.0
2413557,,,0.0,,RN,Nordeste,<5 mil,2559.0
2413607,,,0.0,,RN,Nordeste,<5 mil,642.0
2413706,0.0,-2.834999999999999,3.0,will_not_meet,RN,Nordeste,<5 mil,2666.0
2413805,,,0.0,,RN,Nordeste,<5 mil,2122.0
2413904,,,1.0,,RN,Nordeste,<5 mil,4249.0
2414001,150.0,5.389069767443093,5.0,on_track,RN,Nordeste,5-20 mil,10993.0
2414100,150.0,4.594845814978135,6.0,on_track,RN,Nordeste,5-20 mil,7543.0
2414159,,,1.0,,RN,Nordeste,<5 mil,1297.0
2414209,105.9188447653396,3.5492057761730242,14.0,on_track,RN,Nordeste,5-20 mil,8855.0
2414308,0.0,-4.83500000000055,3.0,will_not_meet,RN,Nordeste,<5 mil,1827.0
2414407,6.678427543679419,-0.033165467625894424,7.0,will_not_meet,RN,Nordeste,5-20 mil,8591.0
2414456,,,0.0,,RN,Nordeste,<5 mil,2084.0
2414506,,,0.0,,RN,Nordeste,5-20 mil,8921.0
2414605,116.31333333332987,6.429999999999766,3.0,on_track,RN,Nordeste,5-20 mil,7241.0
2414704,,,0.0,,RN,Nordeste,<5 mil,4563.0
2414753,,,1.0,,RN,Nordeste,<5 mil,1328.0
2414803,,,0.0,,RN,Nordeste,5-20 mil,5602.0
2414902,0.0,-22.50424403183319,6.0,will_not_meet,RN,Nordeste,<5 mil,1649.0
2415008,,,0.0,,RN,Nordeste,<5 mil,3118.0
2500106,99.9999999999999,-8.780449625817782e-15,5.0,on_track,PB,Nordeste,<5 mil,4459.0
2500205,,,0.0,,PB,Nordeste,<5 mil,2746.0
2500304,61.71122770199395,0.9929422875130869,22.0,will_not_meet,PB,Nordeste,5-20 mil,17473.0
2500403,94.46999999998661,2.129999999999331,3.0,on_track,PB,Nordeste,5-20 mil,10446.0
2500502,,,0.0,,PB,Nordeste,5-20 mil,9689.0
2500536,150.0,12.071999999997477,5.0,on_track,PB,Nordeste,<5 mil,2156.0
2500577,,,0.0,,PB,Nordeste,<5 mil,1347.0
2500601,36.85666666666748,2.19500000000012,3.0,will_not_meet,PB,Nordeste,5-20 mil,12304.0
2500700,0.0,-8.889285714285881,4.0,will_not_meet,PB,Nordeste,5-20 mil,6817.0
2500734,150.0,8.283000000001572,4.0,on_track,PB,Nordeste,<5 mil,1152.0
2500775,100.00000000000003,2.858731204861001e-15,3.0,on_track,PB,Nordeste,<5 mil,4020.0
2500809,150.0,8.467857142857122,4.0,on_track,PB,Nordeste,5-20 mil,6659.0
2500908,99.99999999999996,-1.9577134295788873e-15,3.0,on_track,PB,Nordeste,5-20 mil,9601.0
2501005,85.28019525343504,0.13763526395372067,20.0,at_risk,PB,Nordeste,5-20 mil,10183.0
2501104,,,1.0,,PB,Nordeste,5-20 mil,13780.0
2501153,100.00000000000009,7.521658780740102e-15,7.0,on_track,PB,Nordeste,<5 mil,1111.0
2501203,,,2.0,,PB,Nordeste,5-20 mil,5015.0
2501302,,,0.0,,PB,Nordeste,5-20 mil,9531.0
2501351,,,1.0,,PB,Nordeste,<5 mil,3286.0
2501401,,,0.0,,PB,Nordeste,<5 mil,3549.0
2501500,,,0.0,,PB,Nordeste,5-20 mil,8418.0
2501575,,,0.0,,PB,Nordeste,<5 mil,743.0
2501609,99.99999999999997,-1.170558944970434e-15,4.0,on_track,PB,Nordeste,5-20 mil,8771.0
2501708,,,1.0,,PB,Nordeste,<5 mil,2568.0
2501807,13.280704036475164,-0.015716105672550933,23.0,will_not_meet,PB,Nordeste,50-100 mil,96616.0
2501906,,,0.0,,PB,Nordeste,5-20 mil,14640.0
2502003,57.0099999999984,-1.5800000000001284,3.0,will_not_meet,PB,Nordeste,5-20 mil,5417.0
2502052,,,0.0,,PB,Nordeste,<5 mil,996.0
2502102,,,0.0,,PB,Nordeste,<5 mil,3214.0
2502151,,,1.0,,PB,Nordeste,<5 mil,3719.0
2502201,99.99999999999999,-2.001781672181456e-15,3.0,on_track,PB,Nordeste,<5 mil,1065.0
2502300,,,2.0,,PB,Nordeste,<5 mil,1990.0
2502409,150.0,6.7683783783784515,5.0,on_track,PB,Nordeste,5-20 mil,8304.0
2502508,99.99999999999997,-1.7816088083109486e-15,9.0,on_track,PB,Nordeste,5-20 mil,12750.0
2502607,,,0.0,,PB,Nordeste,<5 mil,4078.0
2502706,19.999999999999982,-1.2300645438421335e-15,3.0,will_not_meet,PB,Nordeste,<5 mil,3878.0
2502805,99.99999999999999,5.2345891394789777e-17,3.0,on_track,PB,Nordeste,5-20 mil,10776.0
2502904,,,2.0,,PB,Nordeste,<5 mil,4844.0
2503001,,,0.0,,PB,Nordeste,5-20 mil,19028.0
2503100,,,2.0,,PB,Nordeste,<5 mil,2514.0
2503209,29.23227006771424,0.419173624350809,20.0,will_not_meet,PB,Nordeste,50-100 mil,69763.0
2503308,31.880000000000848,0.19500000000007103,3.0,will_not_meet,PB,Nordeste,<5 mil,3695.0
2503407,150.0,6.380653710247525,7.0,on_track,PB,Nordeste,<5 mil,1745.0
2503506,,,2.0,,PB,Nordeste,5-20 mil,9388.0
2503555,99.99999999999991,-2.9714815982966923e-15,3.0,on_track,PB,Nordeste,<5 mil,1740.0
2503605,,,0.0,,PB,Nordeste,5-20 mil,5163.0
2503704,19.611605456453447,-0.04184470094437788,22.0,will_not_meet,PB,Nordeste,50-100 mil,50858.0
2503753,12.237818181818625,-0.47381818181814606,10.0,will_not_meet,PB,Nordeste,<5 mil,1061.0
2503803,,,0.0,,PB,Nordeste,<5 mil,3476.0
2503902,6.655674542683755,-0.1543838922763742,17.0,will_not_meet,PB,Nordeste,<5 mil,3037.0
2504009,103.46625854901231,1.4396627330025282,23.0,on_track,PB,Nordeste,100-500 mil,394489.0
2504033,,,0.0,,PB,Nordeste,<5 mil,4923.0
2504074,46.61653846153786,-3.780209790209793,12.0,will_not_meet,PB,Nordeste,<5 mil,1636.0
2504108,,,1.0,,PB,Nordeste,<5 mil,1955.0
2504157,,,2.0,,PB,Nordeste,<5 mil,3689.0
2504207,8.230733944954409,-3.5107339449539703,6.0,will_not_meet,PB,Nordeste,<5 mil,2960.0
2504306,45.097004141739035,1.2129498389323605,20.0,will_not_meet,PB,Nordeste,20-50 mil,22850.0
2504355,,,0.0,,PB,Nordeste,<5 mil,1104.0
2504405,0.0,-13.51858064516165,4.0,will_not_meet,PB,Nordeste,5-20 mil,11848.0
2504504,,,2.0,,PB,Nordeste,<5 mil,4616.0
2504603,,,0.0,,PB,Nordeste,5-20 mil,17155.0
2504702,,,2.0,,PB,Nordeste,<5 mil,3005.0
2504801,,,0.0,,PB,Nordeste,5-20 mil,10904.0
2504850,0.0,-163.2817307692235,5.0,will_not_meet,PB,Nordeste,<5 mil,860.0
2504900,,,1.0,,PB,Nordeste,5-20 mil,8054.0
2505006,7.326592071610207,-0.3195396419437885,16.0,will_not_meet,PB,Nordeste,5-20 mil,5464.0
2505105,,,0.0,,PB,Nordeste,5-20 mil,13700.0
2505204,,,0.0,,PB,Nordeste,5-20 mil,5493.0
2505238,,,0.0,,PB,Nordeste,<5 mil,2122.0
2505279,,,0.0,,PB,Nordeste,<5 mil,476.0
2505303,,,1.0,,PB,Nordeste,<5 mil,1422.0
2505352,,,0.0,,PB,Nordeste,<5 mil,2515.0
2505402,,,0.0,,PB,Nordeste,5-20 mil,5098.0
2505501,,,1.0,,PB,Nordeste,<5 mil,1739.0
2505600,150.0,17.677999999999546,4.0,on_track,PB,Nordeste,<5 mil,3755.0
2505709,,,0.0,,PB,Nordeste,<5 mil,4592.0
2505808,,,0.0,,PB,Nordeste,<5 mil,2785.0
2505907,,,1.0,,PB,Nordeste,<5 mil,2286.0
2506004,,,0.0,,PB,Nordeste,20-50 mil,23225.0
2506103,,,2.0,,PB,Nordeste,5-20 mil,5357.0
2506202,58.6730817610096,-3.011257861634985,7.0,will_not_meet,PB,Nordeste,<5 mil,1842.0
2506251,,,0.0,,PB,Nordeste,<5 mil,899.0
2506301,76.66790009751821,0.8954697150287246,21.0,will_not_meet,PB,Nordeste,50-100 mil,52555.0
2506400,,,0.0,,PB,Nordeste,5-20 mil,5901.0
2506509,,,0.0,,PB,Nordeste,<5 mil,2342.0
2506608,,,0.0,,PB,Nordeste,<5 mil,3592.0
2506707,,,0.0,,PB,Nordeste,5-20 mil,5297.0
2506806,,,0.0,,PB,Nordeste,5-20 mil,11602.0
2506905,,,0.0,,PB,Nordeste,5-20 mil,19636.0
2507002,21.087273810813258,-0.6278112471557431,21.0,will_not_meet,PB,Nordeste,5-20 mil,18973.0
2507101,,,0.0,,PB,Nordeste,5-20 mil,12121.0
2507200,,,2.0,,PB,Nordeste,5-20 mil,6462.0
2507309,,,0.0,,PB,Nordeste,5-20 mil,8334.0
2507408,150.0,11.805000000001984,4.0,on_track,PB,Nordeste,<5 mil,4863.0
2507507,93.78527490947954,1.2597918063564333,23.0,on_track,PB,Nordeste,500 mil+,822680.0
2507606,,,0.0,,PB,Nordeste,5-20 mil,6287.0
2507705,,,1.0,,PB,Nordeste,5-20 mil,10019.0
2507804,136.01000000000113,2.9750000000001076,4.0,on_track,PB,Nordeste,<5 mil,4760.0
2507903,,,0.0,,PB,Nordeste,5-20 mil,10141.0
2508000,100.00000000000003,2.858731204861001e-15,3.0,on_track,PB,Nordeste,<5 mil,4361.0
2508109,,,2.0,,PB,Nordeste,<5 mil,2284.0
2508208,48.450000000000045,0.37000000000000494,3.0,will_not_meet,PB,Nordeste,<5 mil,4182.0
2508307,1.2392840236677785,-0.12813017751484473,14.0,will_not_meet,PB,Nordeste,5-20 mil,11316.0
2508406,,,1.0,,PB,Nordeste,<5 mil,1268.0
2508505,,,0.0,,PB,Nordeste,<5 mil,3810.0
2508554,,,0.0,,PB,Nordeste,<5 mil,1926.0
2508604,,,0.0,,PB,Nordeste,5-20 mil,11549.0
2508703,95.03845238096073,1.070595238095601,8.0,on_track,PB,Nordeste,<5 mil,1557.0
2508802,,,0.0,,PB,Nordeste,5-20 mil,5020.0
2508901,48.2389743589747,1.3833216783217142,12.0,will_not_meet,PB,Nordeste,20-50 mil,36728.0
2509008,111.9581891891903,1.0698108108108642,9.0,on_track,PB,Nordeste,5-20 mil,6155.0
2509057,,,0.0,,PB,Nordeste,<5 mil,3275.0
2509107,,,0.0,,PB,Nordeste,5-20 mil,18048.0
2509156,,,0.0,,PB,Nordeste,5-20 mil,5805.0
2509206,,,0.0,,PB,Nordeste,<5 mil,4892.0
2509305,,,0.0,,PB,Nordeste,5-20 mil,7640.0
2509339,146.11969696969754,3.402272727272767,6.0,on_track,PB,Nordeste,<5 mil,715.0
2509370,,,2.0,,PB,Nordeste,<5 mil,1309.0
2509396,0.0,-28.90614699331821,6.0,will_not_meet,PB,Nordeste,<5 mil,4345.0
2509404,,,2.0,,PB,Nordeste,5-20 mil,5917.0
2509503,,,1.0,,PB,Nordeste,<5 mil,3672.0
2509602,0.0,-11.442857142854969,3.0,will_not_meet,PB,Nordeste,<5 mil,2700.0
2509701,63.663857406001625,-1.0834944197638645,21.0,will_not_meet,PB,Nordeste,20-50 mil,22091.0
2509800,150.0,25.321428571429024,3.0,on_track,PB,Nordeste,<5 mil,4772.0
2509909,,,2.0,,PB,Nordeste,<5 mil,3594.0
2510006,,,1.0,,PB,Nordeste,<5 mil,3180.0
2510105,,,0.0,,PB,Nordeste,5-20 mil,7953.0
2510204,,,2.0,,PB,Nordeste,<5 mil,3132.0
2510303,100.15109137055856,0.6009390862944052,5.0,on_track,PB,Nordeste,<5 mil,2932.0
2510402,0.0,-10.253225806452107,6.0,will_not_meet,PB,Nordeste,<5 mil,3571.0
2510501,150.0,15.865431034480423,5.0,on_track,PB,Nordeste,<5 mil,2092.0
2510600,141.05249999999796,3.323166666666322,8.0,on_track,PB,Nordeste,<5 mil,2134.0
2510659,,,1.0,,PB,Nordeste,<5 mil,972.0
2510709,,,0.0,,PB,Nordeste,<5 mil,1218.0
2510808,13.507380984309918,0.14126391310178177,23.0,will_not_meet,PB,Nordeste,100-500 mil,105097.0
2510907,,,2.0,,PB,Nordeste,5-20 mil,6022.0
2511004,69.25755681817736,2.6712689393935047,10.0,will_not_meet,PB,Nordeste,<5 mil,2416.0
2511103,91.63778601694912,-0.31359110169490734,11.0,on_track,PB,Nordeste,<5 mil,3272.0
2511202,0.0,-1.4233609467459294,14.0,will_not_meet,PB,Nordeste,5-20 mil,17311.0
2511301,,,0.0,,PB,Nordeste,5-20 mil,11775.0
2511400,,,2.0,,PB,Nordeste,5-20 mil,12463.0
2511509,,,0.0,,PB,Nordeste,5-20 mil,8252.0
2511608,,,0.0,,PB,Nordeste,<5 mil,3112.0
2511707,,,0.0,,PB,Nordeste,<5 mil,2631.0
2511806,,,0.0,,PB,Nordeste,5-20 mil,8096.0
2511905,,,0.0,,PB,Nordeste,5-20 mil,11881.0
2512002,150.0,4.280714285714365,6.0,on_track,PB,Nordeste,5-20 mil,10643.0
2512036,119.61104477611934,1.3830597014925186,8.0,on_track,PB,Nordeste,<5 mil,1010.0
2512077,28.75333333333323,0.02499999999999652,3.0,will_not_meet,PB,Nordeste,<5 mil,1564.0
2512101,65.96847222222186,-2.3072222222221934,8.0,will_not_meet,PB,Nordeste,20-50 mil,26309.0
2512200,0.0,-7.2110465116283695,5.0,will_not_meet,PB,Nordeste,<5 mil,2705.0
2512309,,,0.0,,PB,Nordeste,5-20 mil,16211.0
2512408,,,0.0,,PB,Nordeste,<5 mil,4504.0
2512507,0.0,-0.16313186813186098,13.0,will_not_meet,PB,Nordeste,20-50 mil,24045.0
2512606,147.10149321267818,6.354977375566176,8.0,on_track,PB,Nordeste,<5 mil,748.0
2512705,150.0,12.671084337351168,4.0,on_track,PB,Nordeste,5-20 mil,14715.0
2512721,,,0.0,,PB,Nordeste,<5 mil,2287.0
2512747,,,0.0,,PB,Nordeste,<5 mil,2264.0
2512754,,,0.0,,PB,Nordeste,<5 mil,2849.0
2512762,,,0.0,,PB,Nordeste,<5 mil,1403.0
2512788,,,1.0,,PB,Nordeste,<5 mil,1377.0
2512804,,,1.0,,PB,Nordeste,<5 mil,4142.0
2512903,,,0.0,,PB,Nordeste,5-20 mil,13786.0
2513000,130.71747422680528,5.062938144329799,5.0,on_track,PB,Nordeste,<5 mil,1363.0
2513109,,,1.0,,PB,Nordeste,5-20 mil,5314.0
2513208,0.0,-8.396999999999762,4.0,will_not_meet,PB,Nordeste,<5 mil,3038.0
2513307,100.00000000000003,-1.9057810575918642e-15,9.0,on_track,PB,Nordeste,<5 mil,2946.0
2513356,92.77300000000287,0.6610000000001763,5.0,on_track,PB,Nordeste,<5 mil,1451.0
2513406,139.50777542373544,3.042097457627289,7.0,on_track,PB,Nordeste,5-20 mil,14167.0
2513505,,,0.0,,PB,Nordeste,<5 mil,2133.0
2513604,,,0.0,,PB,Nordeste,<5 mil,3569.0
2513653,,,0.0,,PB,Nordeste,<5 mil,848.0
2513703,0.3864973767055062,-0.3707362014690238,22.0,will_not_meet,PB,Nordeste,100-500 mil,119047.0
2513802,,,0.0,,PB,Nordeste,<5 mil,2193.0
2513851,,,0.0,,PB,Nordeste,<5 mil,818.0
2513901,56.391999999988,-3.160000000000506,10.0,will_not_meet,PB,Nordeste,20-50 mil,28098.0
2513927,,,1.0,,PB,Nordeste,<5 mil,3164.0
2513943,100.00000000000001,-1.5843971354233428e-15,10.0,on_track,PB,Nordeste,<5 mil,1130.0
2513968,,,0.0,,PB,Nordeste,<5 mil,1086.0
2513984,,,2.0,,PB,Nordeste,<5 mil,1368.0
2514008,0.0,-9.159999999998671,3.0,will_not_meet,PB,Nordeste,<5 mil,2253.0
2514107,,,1.0,,PB,Nordeste,<5 mil,1525.0
2514206,100.0,3.342635630393148e-16,3.0,on_track,PB,Nordeste,<5 mil,3340.0
2514305,,,1.0,,PB,Nordeste,<5 mil,2903.0
2514404,,,0.0,,PB,Nordeste,<5 mil,1573.0
2514453,100.00000000000014,8.133437218693123e-15,3.0,on_track,PB,Nordeste,<5 mil,2601.0
2514503,14.410000000002583,-3.784999999999825,3.0,will_not_meet,PB,Nordeste,5-20 mil,11536.0
2514552,,,1.0,,PB,Nordeste,<5 mil,651.0
2514602,,,0.0,,PB,Nordeste,<5 mil,1523.0
2514651,147.9198787878804,3.5681212121211145,10.0,on_track,PB,Nordeste,<5 mil,1036.0
2514701,0.0,-38.56000000000426,10.0,will_not_meet,PB,Nordeste,<5 mil,2671.0
2514800,,,1.0,,PB,Nordeste,<5 mil,1487.0
2514909,147.13646856158994,4.924099913867781,10.0,on_track,PB,Nordeste,5-20 mil,5878.0
2515005,114.27295489890912,3.1526749611196943,9.0,on_track,PB,Nordeste,<5 mil,3294.0
2515104,,,2.0,,PB,Nordeste,<5 mil,4976.0
2515203,109.09002164502226,0.8183549783549923,10.0,on_track,PB,Nordeste,<5 mil,2277.0
2515302,40.35724658971742,0.2768029380902621,22.0,will_not_meet,PB,Nordeste,20-50 mil,40297.0
2515401,,,1.0,,PB,Nordeste,<5 mil,4907.0
2515500,,,2.0,,PB,Nordeste,5-20 mil,8959.0
2515609,,,1.0,,PB,Nordeste,<5 mil,2075.0
2515708,63.11247826087401,-2.0954347826083217,5.0,will_not_meet,PB,Nordeste,<5 mil,1744.0
2515807,,,0.0,,PB,Nordeste,<5 mil,3583.0
2515906,,,1.0,,PB,Nordeste,<5 mil,3355.0
2515930,,,1.0,,PB,Nordeste,<5 mil,3769.0
2515971,,,0.0,,PB,Nordeste,<5 mil,940.0
2516003,86.38217391304352,3.375518394648816,4.0,at_risk,PB,Nordeste,5-20 mil,18867.0
2516102,,,0.0,,PB,Nordeste,5-20 mil,11327.0
2516151,,,0.0,,PB,Nordeste,<5 mil,1813.0
2516201,148.24443330294616,3.9072835004557964,12.0,on_track,PB,Nordeste,50-100 mil,54261.0
2516300,1.1958333333345763,-1.9941666666667162,8.0,will_not_meet,PB,Nordeste,5-20 mil,13025.0
2516409,,,1.0,,PB,Nordeste,<5 mil,4692.0
2516508,,,1.0,,PB,Nordeste,5-20 mil,9280.0
2516607,78.34244161358492,2.525626326963688,8.0,will_not_meet,PB,Nordeste,5-20 mil,6939.0
2516706,150.0,8.295779220779705,4.0,on_track,PB,Nordeste,5-20 mil,10434.0
2516755,35.46999999999525,1.4585714285710953,8.0,will_not_meet,PB,Nordeste,<5 mil,1819.0
2516805,150.0,8.118072289157677,4.0,on_track,PB,Nordeste,<5 mil,4427.0
2516904,,,0.0,,PB,Nordeste,5-20 mil,10897.0
2517001,,,1.0,,PB,Nordeste,<5 mil,4250.0
2517100,54.05161290322576,-2.2587903225806993,9.0,will_not_meet,PB,Nordeste,<5 mil,2103.0
2517209,,,0.0,,PB,Nordeste,<5 mil,1065.0
2517407,,,0.0,,PB,Nordeste,<5 mil,1610.0
2600054,4.0276341050234805,-1.586431394692367,22.0,will_not_meet,PE,Nordeste,50-100 mil,92376.0
2600104,0.0,-6.0019479495270245,9.0,will_not_meet,PE,Nordeste,20-50 mil,29322.0
2600203,99.99999999999997,5.831730075829461e-17,6.0,on_track,PE,Nordeste,5-20 mil,6659.0
2600302,39.67295238094994,-4.106571428571393,6.0,will_not_meet,PE,Nordeste,5-20 mil,18872.0
2600401,,,0.0,,PE,Nordeste,20-50 mil,21181.0
2600500,149.26153846153102,4.310384615383675,3.0,on_track,PE,Nordeste,20-50 mil,26816.0
2600609,65.69248447205018,-1.7740372670808315,6.0,will_not_meet,PE,Nordeste,5-20 mil,8356.0
2600708,,,0.0,,PE,Nordeste,20-50 mil,20784.0
2600807,150.0,10.489528301887399,5.0,on_track,PE,Nordeste,5-20 mil,13144.0
2600906,,,0.0,,PE,Nordeste,5-20 mil,16560.0
2601003,,,0.0,,PE,Nordeste,5-20 mil,6743.0
2601052,,,0.0,,PE,Nordeste,5-20 mil,17606.0
2601102,84.92902393418171,-0.9911331338817959,13.0,at_risk,PE,Nordeste,50-100 mil,51762.0
2601201,2.304234895538741,-0.14658949745908254,22.0,will_not_meet,PE,Nordeste,50-100 mil,68591.0
2601300,11.786483516483486,0.3120329670329687,3.0,will_not_meet,PE,Nordeste,5-20 mil,13045.0
2601409,47.48016666666672,1.2367500000000053,15.0,will_not_meet,PE,Nordeste,20-50 mil,35762.0
2601508,,,0.0,,PE,Nordeste,5-20 mil,8565.0
2601607,4.553333333326009,-2.7750000000006674,3.0,will_not_meet,PE,Nordeste,5-20 mil,12878.0
2601706,81.85588785046775,1.9785981308411136,8.0,at_risk,PE,Nordeste,50-100 mil,61849.0
2601805,0.0,-7.443408239700384,5.0,will_not_meet,PE,Nordeste,<5 mil,3962.0
2601904,,,1.0,,PE,Nordeste,50-100 mil,51683.0
2602001,55.96900000000005,0.6503333333333435,9.0,will_not_meet,PE,Nordeste,5-20 mil,14081.0
2602100,,,1.0,,PE,Nordeste,20-50 mil,32051.0
2602209,19.24907894736907,0.5648355263158111,7.0,will_not_meet,PE,Nordeste,5-20 mil,16084.0
2602308,,,2.0,,PE,Nordeste,20-50 mil,26581.0
2602407,,,0.0,,PE,Nordeste,<5 mil,3619.0
2602506,,,2.0,,PE,Nordeste,<5 mil,3470.0
2602605,34.24284341978637,-4.432430355427528,10.0,will_not_meet,PE,Nordeste,20-50 mil,40190.0
2602704,,,0.0,,PE,Nordeste,5-20 mil,8351.0
2602803,100.00000000000003,2.858731204861001e-15,3.0,on_track,PE,Nordeste,20-50 mil,24182.0
2602902,0.0,-0.24185770750992316,22.0,will_not_meet,PE,Nordeste,100-500 mil,191152.0
2603009,84.31128571428576,-0.07185714285713647,10.0,at_risk,PE,Nordeste,20-50 mil,22302.0
2603108,68.50750000000062,-1.7243749999998552,7.0,will_not_meet,PE,Nordeste,5-20 mil,16659.0
2603207,,,0.0,,PE,Nordeste,5-20 mil,8224.0
2603306,,,0.0,,PE,Nordeste,<5 mil,3761.0
2603405,,,1.0,,PE,Nordeste,<5 mil,2217.0
2603454,3.095027092113199,0.03689042745334165,21.0,will_not_meet,PE,Nordeste,100-500 mil,159945.0
2603504,0.0,-35.6092857142842,3.0,will_not_meet,PE,Nordeste,5-20 mil,15942.0
2603603,,,0.0,,PE,Nordeste,5-20 mil,6883.0
2603702,68.56824561403573,2.4634210526316394,3.0,will_not_meet,PE,Nordeste,5-20 mil,14234.0
2603801,,,1.0,,PE,Nordeste,5-20 mil,6408.0
2603900,0.0,-8.03601684717217,8.0,will_not_meet,PE,Nordeste,5-20 mil,8072.0
2603926,49.89318435754194,-2.670446927374268,4.0,will_not_meet,PE,Nordeste,<5 mil,2191.0
2604007,,,0.0,,PE,Nordeste,50-100 mil,81944.0
2604106,47.74000000000109,0.1000000000000507,22.0,will_not_meet,PE,Nordeste,100-500 mil,327915.0
2604155,99.99999999999996,-3.1904382361505076e-15,4.0,on_track,PE,Nordeste,<5 mil,1782.0
2604205,,,0.0,,PE,Nordeste,20-50 mil,33408.0
2604304,78.11545454545148,-1.5631818181819077,11.0,will_not_meet,PE,Nordeste,5-20 mil,6988.0
2604403,,,0.0,,PE,Nordeste,5-20 mil,10519.0
2604502,0.0,-7.8658913043476275,7.0,will_not_meet,PE,Nordeste,5-20 mil,14910.0
2604601,,,0.0,,PE,Nordeste,20-50 mil,24942.0
2604700,,,1.0,,PE,Nordeste,5-20 mil,10867.0
2604809,,,1.0,,PE,Nordeste,5-20 mil,7970.0
2604908,,,0.0,,PE,Nordeste,<5 mil,4442.0
2605004,72.8028571428539,-0.4264285714287988,7.0,will_not_meet,PE,Nordeste,20-50 mil,21540.0
2605103,,,0.0,,PE,Nordeste,20-50 mil,24139.0
2605152,63.265641025641344,0.23104895104897,12.0,will_not_meet,PE,Nordeste,5-20 mil,6831.0
