id_municipio,projecao_icr_2033_linear,inclinacao_icr_aa,n_obs,sigla_uf,regiao,porte,icr_sm_ultimo_observado,variacao_pp_ultimo_2033,acima_limite_internacional_2033
1200138,0.0,-0.24082352851292363,25.0,AC,Norte,<5 mil,2.9018731537649805,-2.9018731537649805,False
1200179,1.4183975492882723,-0.14216855405273052,24.0,AC,Norte,5-20 mil,3.197634710382236,-1.7792371610939637,False
1200203,0.0,-0.49124486687546265,25.0,AC,Norte,50-100 mil,3.218177497056698,-3.218177497056698,False
1200252,0.43969934110839404,-0.1823840850617904,24.0,AC,Norte,5-20 mil,3.3836255085399287,-2.9439261674315347,False
1200302,0.0,-0.9691758862527593,25.0,AC,Norte,5-20 mil,4.296006932908056,-4.296006932908056,False
1200328,5.795081483598807,0.07833746417547169,17.0,AC,Norte,<5 mil,4.615285847092601,1.1797956365062063,True
1200336,1.0655131584683204,-0.20299077144388514,23.0,AC,Norte,5-20 mil,4.189841717688252,-3.124328559219932,False
1200344,0.0,-0.568998704952458,25.0,AC,Norte,5-20 mil,3.6914099250705616,-3.6914099250705616,False
1200351,3.6685503723629154,0.1554730105917989,16.0,AC,Norte,5-20 mil,1.7984791873496293,1.870071185013286,False
1200385,1.455518791186364,-0.10870457875030659,24.0,AC,Norte,5-20 mil,3.070682041115853,-1.615163249929489,False
1200393,8.601180759280737,0.29811888340294557,11.0,AC,Norte,<5 mil,3.982884483908296,4.618296275372441,True
1200401,2.4848774499672572,-0.2584042130349758,24.0,AC,Norte,100-500 mil,5.054085663735976,-2.569208213768719,False
1200427,11.238506987378855,0.4238300815323677,15.0,AC,Norte,5-20 mil,3.2360661169422724,8.002440870436583,True
1200435,7.420184999547871,0.13888762461327847,20.0,AC,Norte,<5 mil,4.488098366354787,2.9320866331930837,True
1200450,0.0,-0.25108320913192356,25.0,AC,Norte,5-20 mil,2.561929227857284,-2.561929227857284,False
